0,100,840,0,1,0.114
0,100,840,0,1,0.068
0,100,840,0,1,0.08
0,100,840,0,2,0.069
0,100,840,0,2,0.088
0,100,840,0,2,0.096
0,100,840,0,3,0.263
0,100,840,0,3,0.212
0,100,840,0,3,0.2
0,100,840,0,4,0.264
0,100,840,0,4,0.276
0,100,840,0,4,0.241
0,100,840,0,5,0.466
0,100,840,0,5,0.451
0,100,840,0,5,0.409
0,100,840,0,6,0.51
0,100,840,0,6,0.484
0,100,840,0,6,0.441
0,100,840,0,7,0.574
0,100,840,0,7,0.581
0,100,840,0,7,0.584
0,100,840,0,8,0.628
0,100,840,0,8,0.61
0,100,840,0,8,0.697
0,100,840,0,9,0.893
0,100,840,0,9,0.635
0,100,840,0,9,0.509
0,100,840,0,10,0.913
0,100,840,0,10,0.867
0,100,840,0,10,0.877
0,100,840,0,11,0.967
0,100,840,0,11,1.037
0,100,840,0,11,0.749
0,100,840,0,12,0.983
0,100,840,0,12,0.891
0,100,840,0,12,0.749
0,100,840,0,13,0.6
0,100,840,0,13,0.467
0,100,840,0,13,0.654
0,100,840,0,14,0.478
0,100,840,0,14,0.498
0,100,840,0,14,0.438
0,100,840,0,15,0.253
0,100,840,0,15,0.209
0,100,840,0,15,0.22
0,100,840,0,16,0.198
0,100,840,0,16,0.215
0,100,840,0,16,0.166
0,100,840,0,17,0.146
0,100,840,0,17,0.152
0,100,840,0,17,0.18
0,100,840,0,18,0.105
0,100,840,0,18,0.108
0,100,840,0,18,0.124
425,100,840,0,1,0.082
425,100,840,0,1,0.075
425,100,840,0,1,0.077
425,100,840,0,2,0.076
425,100,840,0,2,0.083
425,100,840,0,2,0.099
425,100,840,0,3,0.324
425,100,840,0,3,0.225
425,100,840,0,3,0.344
425,100,840,0,4,0.769
425,100,840,0,4,0.824
425,100,840,0,4,0.647
425,100,840,0,5,0.947
425,100,840,0,5,0.893
425,100,840,0,5,0.909
425,100,840,0,6,1.135
425,100,840,0,6,1.161
425,100,840,0,6,1.067
425,100,840,0,7,1.064
425,100,840,0,7,1.304
425,100,840,0,7,1.423
425,100,840,0,8,1.602
425,100,840,0,8,1.526
425,100,840,0,8,1.565
425,100,840,0,9,1.729
425,100,840,0,9,1.767
425,100,840,0,9,1.967
425,100,840,0,10,1.743
425,100,840,0,10,1.747
425,100,840,0,10,1.752
425,100,840,0,11,1.707
425,100,840,0,11,1.791
425,100,840,0,11,2.193
425,100,840,0,12,1.855
425,100,840,0,12,1.801
425,100,840,0,12,1.861
425,100,840,0,13,1.759
425,100,840,0,13,1.856
425,100,840,0,13,1.854
425,100,840,0,14,0.934
425,100,840,0,14,0.803
425,100,840,0,14,2.932
425,100,840,0,15,0.218
425,100,840,0,15,0.176
425,100,840,0,15,0.273
425,100,840,0,16,0.266
425,100,840,0,16,0.186
425,100,840,0,16,0.278
425,100,840,0,17,0.172
425,100,840,0,17,0.142
425,100,840,0,17,0.183
425,100,840,0,18,0.114
425,100,840,0,18,0.096
425,100,840,0,18,0.13
1275,100,840,0,1,0.089
1275,100,840,0,1,0.064
1275,100,840,0,1,0.078
1275,100,840,0,2,0.086
1275,100,840,0,2,0.102
1275,100,840,0,2,0.108
1275,100,840,0,3,0.368
1275,100,840,0,3,0.318
1275,100,840,0,3,0.361
1275,100,840,0,4,0.467
1275,100,840,0,4,0.423
1275,100,840,0,4,0.619
1275,100,840,0,5,0.8
1275,100,840,0,5,0.888
1275,100,840,0,5,1.438
1275,100,840,0,6,1.002
1275,100,840,0,6,0.97
1275,100,840,0,6,1.972
1275,100,840,0,7,1.146
1275,100,840,0,7,1.38
1275,100,840,0,7,2.709
1275,100,840,0,8,2.372
1275,100,840,0,8,2.289
1275,100,840,0,8,2.491
1275,100,840,0,9,2.358
1275,100,840,0,9,2.317
1275,100,840,0,9,2.105
1275,100,840,0,10,2.375
